comment,product_id,rating,reviewer,sku,submissionTime,title
"I suppose the price is pretty much the same anywhere you go, but I like the fact that you get to update the package every year!",34420416,5,golitav,7016127,8/5/14 18:17,windows
Have been using this APC and have not encountered any problems with it yet!,34420409,5,golitav,8057123,8/5/14 18:16,apc
"Great quality paper, everything looks great printed on this paper!",34420388,5,golitav,3412676,8/5/14 18:15,paper
"My ear bud,s sounds great and they don't move around. I would recommend these to anyone.",34420376,4,Gman45,7091278,8/5/14 18:13,Good ear buds for the money.
"Good phone, at at good price!!! Always good service at this store",34420366,5,Kana,1724662,8/5/14 18:12,Good phone
"great stereo, easy to install, excellent sound quality",34420365,5,golitav,1549014,8/5/14 18:12,sony stereo
"great Blu-ray, just don't have it near where you might brush your fingers across the top because its very sensitive",34420342,5,golitav,3814056,8/5/14 18:11,samsung blu-ray
I bought this PC recently and have been loving the features and the touch control.,34420317,5,golitav,3199396,8/5/14 18:09,reviews
This is a good gaming mouse for someone who doesn't want to pay a ton of money.,34448886,5,Layne,8157061,8/6/14 22:42,Great gaming mouse
Very bad sound. Left me incomunicated frequently..,34448875,1,Mariposa,1460165,8/6/14 22:40,Very bad sound. It blocks the calls
"Great product, doesn't fall off while working out!!",34448872,5,Nans,4788018,8/6/14 22:39,Awesome
Super easy to connect &amp; use! It's fast &amp; small. It doesn't take up space!,34448870,5,Milan,5856129,8/6/14 22:39,Amazing!
"The movie has a lot of action scenes which are enhanced by the 3D format. But, the storyline isn't as good as the original and leaves more than expected footage on supporting actors.",34448858,3,Mikey,7055374,8/6/14 22:37,Remake of Judge Dredd movie
Very easy to learn to use! Fast &amp; huge screen! Great for school!,34448856,4,Milan,5851991,8/6/14 22:37,Great Computer to begin with !
This console beats out the 360 with better speed and graphics.,34448853,5,ej4u,6483101,8/6/14 22:36,Great gaming system
Great space saver when traveling and even at home!,34448852,4,MadM,1049397,8/6/14 22:36,Perfect for traveling with electronic gadgets
"Great movie for a guy bloodfest flick to watch for fun. Worthless for historical value, but you shouldn't be watching this movie if you wanted to learn anything anyway",34448851,3,Samurai,5836383,8/6/14 22:36,"Good action, ok story"
Strong cord and great length. Something went wrong with the first one in purchased but BB was great about the exchange and I have not yet had any problems with this one.,34448850,4,Armywife1996,7304174,8/6/14 22:36,Great Charging cord
Bought same brand and size last year for master bedroom. When it went on sale again decided to purchase one for the other bedroom .,34448849,4,Stash,2874468,8/6/14 22:36,perfect size for bedroom
"bought this product to cover and basically cover my Samsung galaxy tab 4 tablet and it does the job great. really wanted a survivor case for my tablet, but got tired of waiting for it to be made.",34448844,5,Momofthree3,3528006,8/6/14 22:33,fits great for my samsung galaxy tab 4
"If you follow the transformers movies, you'll want to buy all of them. I can't stop watching them!",34448836,5,Jaclyn,3247036,8/6/14 22:32,Great action movie
Really works well with external movie storage. I installed for two 5 terabyte drives and the speed is outstanding.,34448835,5,rhfast,1092716,8/6/14 22:32,works perfectly
"If you follow the transformers movies, you'll want to buy all of them. I can't stop watching them!",34448831,5,Jaclyn,9567275,8/6/14 22:32,Great action movie
Frozen is a perfect movie for all ages. I recommend watching it!,34448828,5,Jaclyn,3643038,8/6/14 22:31,Great family movie
"Sturdy, heavy-duty, and it is great protection. Oh yes, and it is purple...need I say more?",34448827,5,MsParkWeddings,6727187,8/6/14 22:30,It's Purple and It Is a Keyboard
I am very pleased with this printer and the ink. .,34448822,5,Mary,9778753,8/6/14 22:30,great value for a really good product
Install went well. Wife is impressed. Very Quiet. I woulld reccomend this appliance.,34448814,5,3Travelers,8862358,8/6/14 22:28,Very quiet. Many features.
My TV has such a great sound. Music from my tv is awesome.,34448813,5,Rocky,5061165,8/6/14 22:27,Good
Great product! I use it to do many different things. I absolutely love my Chromecast!,34448804,5,WendyC,9071056,8/6/14 22:26,Great product
I'm a flooring contractor and hands down best case ever!!,34448807,5,tmorgutia,2711883,8/6/14 22:26,Great case
Bought this to replace a messed up cheaper micro sd. Works perfectly. Great price when it's on sale,34448796,4,supernp,3142635,8/6/14 22:24,great product for great price
Very practical for all my electronics it is very good.,34448794,5,Rocky,9518284,8/6/14 22:24,Good
"This was one of the best purchases I ever made. This mouse is easy to use and even a computer dummy like myself can ""install"" it immediately and use it with ease! A great purchase!",34448793,5,Sober2004,6325138,8/6/14 22:24,Easy breezy to use and very convenient!!!
I used this item to make great waffles in the morning. I use it with wheat flower too. It's simple to use and satisfied my family.,34448789,5,bestbuyman,4685012,8/6/14 22:23,great waffles
"Sonos is simply put, the best wireless speaker system you can buy right now. Works perfect sand sounds amazing.",34448780,5,ScottGus1,2918769,8/6/14 22:22,Just buy it
Got this half off with my titan fall bundle! Don't have to worry for a year!,34448779,5,,1272129,8/6/14 22:22,Great deal!
This MP3 player is perfect! I can load tons of songs and it even supports iTunes. It also supports video files. It has a small display screen but that's plenty for my needs. Great quality for the price!,34448767,5,lisara,1695436,8/6/14 22:21,Excellent MP3 player!
"I kept the styrofoam padding inside, works well to keep my goodies safe. I haven't seen it perfrom in the rain. For what little I have put it through, especially travel, it has been great.",34448771,5,,8740142,8/6/14 22:21,Use it for Surface Pro 3
"Very easy to wear and use. Love how my hands can be free and talk at the same time. Also, you can hear really well on this device and the ear buds fit great too",34448766,5,Seahorse24,4953048,8/6/14 22:21,Super great item
Works perfect for my daughter's IPhone 5C. We haven't had any issues with it in the couple of months we have had it.,34448761,5,dinah74,5019369,8/6/14 22:20,works great
"Picture quality is good, but with this size screen there is some pixelization.",34448760,4,underdog,8240051,8/6/14 22:20,great color
Sound from speakers sounds very good. Awesome music.,34448751,5,Rocky,8837672,8/6/14 22:19,Good
I bought this sync cable because the apple cables do not hold up to everyday use.,34448749,5,Dastokes,9320118,8/6/14 22:18,Really good value
I am impressed with the Samsung washers that uses the power of water to presoak the clothes with a small stream of water.,34448746,4,mpbraun,3656051,8/6/14 22:18,Good Washer
This trimmer is easy to use and not very expensive.,34448743,5,GMartin80,1033032,8/6/14 22:18,Great hair trimmer
"It's display is great, quality of pictures is excellent. Easy to connect and share photos. Excellent to gift anyone. I would recommend to my friends and colleagues.",34448738,4,aarush2011,1812093,8/6/14 22:17,Great digital photo frame
my husband love's his knew stereo. I bought it for his birthday.,34448737,5,Tinker,3945024,8/6/14 22:17,Great Stereo
Picture quality close to perfection ... good quality at a great price,34448735,5,Pegasus,8346045,8/6/14 22:17,Samsung tv ... the best picture!
It's ok not really worth the money. My brother bought a samsung and the quality is so much better. I'm disappointed,34448733,2,Marynaja,3420005,8/6/14 22:17,Picture not as clear as I thought
"Good it's good all over. Movies, music, netflix good",34448726,5,Rocky,3730007,8/6/14 22:16,Great
This is a great headset for on-line gaming. It's size makes it a little uncomfortable but other than that it's great.,34448725,5,GMartin80,4734592,8/6/14 22:16,Great for on-line gaming
"Very simple to set up and understand, had no trouble!",34448724,5,Net2014,9962417,8/6/14 22:15,Great for first time buy
"Looks nice, but it is small and doesn't seem to clean well.",34448722,3,srhclmn,2606039,8/6/14 22:15,mediocre
"Rocksmith is a great learning 'game'. It was easy to connect my son's guitar. While the program is geared to older kids and adults, my 7 year old has used it and has become a much better guitar player. He has learned more in the short time we have had this 'game' than 1 year of a private tutor.",34448714,4,shonr,9635302,8/6/14 22:12,Great for learning Guitar
This has been a great purchase and a must have to protect your phone's screen,34448712,5,goofiness,5667849,8/6/14 22:11,great screen protector
"This headset is simply amazing! The clarity and sound is awesome. The bass and noise cancelation features are superior. Being a music buff, I have enjoyed these more than Boss.",34448701,5,rimz17,5565048,8/6/14 22:10,The best headphones out there
Bought the fitbit to aide in my weight loss journey and it has exceeded my every expectation. I would definitely recommend it to anyone who is serious about getting into shape and staying motivated.,34448689,5,mello0108,6541312,8/6/14 22:08,Best purchase I've ever made!!!
"We bought this to bring with us when we travel so that we can watch dvd's in hotel rooms etc. Works great, packs easily.",34448683,5,ohappyme,4790684,8/6/14 22:07,Handy
The HP Officejet Pro 8610 was easy to install and updates are provided regularly through the web.,34448679,5,retired,2891224,8/6/14 22:05,Printer has great quality and was easy to install
it is great to have a backup battery with great life.,34448677,5,WaterD,9263432,8/6/14 22:05,great backup battery
fits the camera well and has a nice storage compartment,34448665,5,WaterD,6314948,8/6/14 22:03,fits perfectly
"This is by far my favorite of the Starbuck brand coffees. The lighter roast gives it more of a ""caffeine"" punch to start my day.",34448662,5,,1686573,8/6/14 22:02,Great Coffee
Our Haier Soundbar was an open box purchase and did not come with an optical cable. This cable works fine with the Soundbar.,34448656,4,RonG,4409046,8/6/14 22:01,"Simple to use, works great on our Haier Soundbar."
loads pictures smoothly and quickly with the camera,34448652,5,WaterD,3142553,8/6/14 22:00,works smoothly with camera
I always like Sony for car audio. Never had any issues with sony,34448651,5,Mikey,3873025,8/6/14 22:00,Awesome with a lot of options
